id,insuredId,status,sessionId,action,httpCode,ip,userAgent,requestData,requestReturn,createdAt,type,environmentId,device,companyIdList,companyGroupIdList,insurerIdList,companySectionIdList,insurerCodeIdList,healthcareNetworkIdList,domainIdList,subType,countryCode,city,month,sessionNumber,sequenceInSession,sessionLength,is_anomaly,anomaly_type
4421ec72-7c50-4f9e-898d-e6cc42269e8f,84324932,OK,1633848,Connexion,204,80.218.34.201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""login"": ""84324932"", ""channel"": ""web"", ""country"": ""CH""}","{""status"": ""success"", ""reference"": ""REF-895535""}",2025-01-02T08:58:47.000Z,LOGGING_ACTIONS,11,WEB,[27012],[12001],[3],[110027],[302],[],[11],logging_login,CH,Geneva,2025-01,1,1,9,0,
b6929e00-5d51-4faa-8170-6d420b150574,84324932,OK,1633848,Sélection email MFA,204,80.218.34.201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""login"": ""84324932"", ""channel"": ""web"", ""country"": ""CH""}",,2025-01-02T08:59:46.000Z,LOGGING_ACTIONS,11,WEB,[27012],[12001],[3],[],[302],[3],[11],logging_mfa_email_selection,CH,Geneva,2025-01,1,2,9,0,
8b3ae519-0990-4eba-96a7-0990457e80d7,84324932,OK,1633848,Régénération code MFA,200,80.218.34.201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""login"": ""84324932"", ""channel"": ""web"", ""country"": ""CH""}",,2025-01-02T09:00:14.000Z,LOGGING_ACTIONS,11,WEB,[27012],[12001],[3],[110027],[302],[3],[11],logging_mfa_regeneration,CH,Geneva,2025-01,1,3,9,0,
e1fce236-54c4-4241-9eef-6c6fb8243316,84324932,OK,1633848,Validation MFA,204,80.218.34.201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""login"": ""84324932"", ""channel"": ""web"", ""country"": ""CH""}",,2025-01-02T09:00:29.000Z,LOGGING_ACTIONS,11,WEB,[27012],[12001],[3],[110027],[302],[3],[11],logging_mfa_validation,CH,Geneva,2025-01,1,4,9,0,
fd499bd4-36b5-40f7-ae33-9a595faecb08,84324932,OK,1633848,Partager un justificatif du PACS,200,80.218.34.201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""document"": ""Partager un justificatif du PACS"", ""tag"": ""medical""}","{""status"": ""success"", ""reference"": ""REF-818747""}",2025-01-02T09:00:45.000Z,DOCUMENT_ACTIONS,11,WEB,[27012],[12001],[],[110027],[302],[3],[11],,CH,Geneva,2025-01,1,5,9,0,
ff7de76d-5af8-4fc8-bbc8-a1616c06ec6c,84324932,OK,1633848,Envoi d'un document,200,80.218.34.201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""document"": ""Envoi d'un document"", ""tag"": ""identity""}","{""status"": ""success"", ""reference"": ""REF-957197""}",2025-01-02T09:06:13.000Z,DOCUMENT_ACTIONS,11,WEB,[27012],[12001],[3],[],[302],[],[11],,CH,Geneva,2025-01,1,6,9,0,
324557a2-9246-421c-9943-8ece5e9e7578,84324932,OK,1633848,Envoi d'un document,201,80.218.34.201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""document"": ""Envoi d'un document"", ""tag"": ""administrative""}","{""status"": ""success"", ""reference"": ""REF-961930""}",2025-01-02T09:10:51.000Z,DOCUMENT_ACTIONS,11,WEB,[27012],[],[3],[110027],[302],[],[11],,CH,Geneva,2025-01,1,7,9,0,
5ed8ce4e-4ea5-471e-9b6b-1de87bbee33b,84324932,OK,1633848,Télécharger le certificat d'adhésion,200,80.218.34.201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""insuredId"": ""84324932"", ""action"": ""T\u00e9l\u00e9charger le certificat d'adh\u00e9sion""}",,2025-01-02T09:16:02.000Z,INSURED_ACTIONS,11,WEB,[],[12001],[3],[110027],[302],[3],[11],download_membership_certificate,CH,Geneva,2025-01,1,8,9,0,
8c220754-d6d3-413f-95ac-6c06358dacae,84324932,OK,1633848,Déconnexion,204,80.218.34.201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""login"": ""84324932"", ""channel"": ""web"", ""country"": ""CH""}","{""status"": ""success"", ""reference"": ""REF-534545""}",2025-01-02T09:18:51.000Z,LOGGING_ACTIONS,11,WEB,[27012],[12001],[3],[110027],[302],[3],[11],logging_logout,CH,Geneva,2025-01,1,9,9,0,
60a1f7d4-a87d-438e-8c3c-90d43c7d88c9,59829715,OK,7827880,Connexion,204,86.192.192.147,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/605.1.15 Version/17.4 Safari/605.1.15,"{""login"": ""59829715"", ""channel"": ""web"", ""country"": ""FR""}","{""status"": ""success"", ""reference"": ""REF-705394""}",2025-01-17T08:21:38.000Z,LOGGING_ACTIONS,10,WEB,[27012],[12001],[2],[110028],[302],[1],[],logging_login,FR,Nantes,2025-01,1,1,4,0,
